Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Customer_Tenure,Education_ord,Marital_Status_Simple,Total_Spend,Total_Campaign_Accepted,Total_Children,Has_Partner,Family_Size,Total_Purchases,Spend_per_Purchase,Income_to_Spend_Ratio,Digital_Engagement,Store_vs_Web,Spending_Diversity,Days_per_Purchase,Campaign_Response_Rate,Cluster,Segment_Name,Primary_Channel,Offer_Type,Contact_Frequency
Master,Together,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,70,4851,4,Partner,1220,1,1,1,3,32,36.96969696969697,0.020798881633905586,13,1.625,6,147.0,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Together,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,61,4886,3,Partner,279,0,1,1,3,13,19.928571428571427,0.005353236885528992,12,0.6666666666666666,5,349.0,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,48,4382,3,Partner,745,0,1,1,3,20,35.476190476190474,0.01149443021569414,12,1.25,5,208.66666666666666,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Married,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,53,4324,5,Partner,264,0,1,1,3,12,20.307692307692307,0.004868782619921436,6,1.25,6,332.61538461538464,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,40,4216,3,Partner,2157,5,0,1,2,22,93.78260869565217,0.025828314154682504,5,2.0,6,183.30434782608697,0.8333333333333334,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Master,Married,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,67,4509,4,Partner,1526,4,1,1,3,23,63.583333333333336,0.0196849885837386,12,0.7777777777777778,5,187.875,0.6666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Together,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,48,4650,3,Partner,69,0,1,1,3,6,9.857142857142858,0.0016765885068642935,6,2.0,6,664.2857142857143,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,60,4800,3,Partner,1597,1,0,1,2,26,59.148148148148145,0.019863431137203198,8,2.0,6,177.77777777777777,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Basic,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,34,4235,1,Single,64,0,1,0,2,8,7.111111111111111,0.0034138795540619832,9,0.75,6,470.55555555555554,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,42,4797,3,Partner,497,0,1,1,3,18,26.157894736842106,0.01412052163536665,14,0.7142857142857143,6,252.47368421052633,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Single,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,70,4609,3,Single,1067,0,1,0,2,17,59.27777777777778,0.01771513008251565,11,0.8571428571428571,6,256.05555555555554,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,49,4256,3,Partner,31,0,2,1,4,7,3.875,0.0014021439232891582,9,1.0,6,532.0,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Together,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,52,4501,3,Partner,211,0,2,1,4,14,14.066666666666666,0.004753001599351249,11,0.8,6,300.06666666666666,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
PhD,Married,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,1,50,4785,5,Partner,877,2,1,1,3,25,33.73076923076923,0.01582318448353631,13,1.125,6,184.03846153846155,0.3333333333333333,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,47,4736,3,Partner,11,0,1,1,3,4,2.2,0.0006218553903555882,9,1.0,6,947.2,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,1,43,4628,5,Partner,2034,4,0,1,2,25,78.23076923076923,0.021991091121394284,10,1.5,6,178.0,0.6666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,1,35,4401,3,Single,1991,4,0,0,1,19,99.55,0.022055076766289296,7,1.1666666666666667,6,220.05,0.6666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Widow,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,64,4292,5,Single,1686,1,0,0,1,24,67.44,0.02041854381630577,8,1.8571428571428572,6,171.68,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,44,4356,5,Single,324,1,1,0,2,17,18.0,0.0084125253154697,14,0.7142857142857143,5,242.0,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,47,4276,4,Single,69,1,1,0,2,9,6.9,0.004143148793082743,8,1.0,6,427.6,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,71,4812,3,Partner,252,1,2,1,4,16,14.823529411764707,0.005917298706177941,12,1.2,3,283.05882352941177,0.16666666666666666,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,61,4742,1,Single,54,0,1,0,2,5,9.0,0.002294942626434339,7,1.0,6,790.3333333333334,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Together,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,65,4682,4,Partner,964,0,2,1,4,27,34.42857142857143,0.012873587778104217,14,1.2,6,167.21428571428572,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,75,4701,3,Partner,1327,0,1,1,3,28,45.758620689655174,0.018661753951735388,11,1.625,6,162.10344827586206,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Together,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,62,4302,5,Partner,68,0,2,1,4,7,8.5,0.001449553409648057,8,1.0,3,537.75,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,67,4752,3,Partner,60,0,0,1,2,5,10.0,0.003210101118185223,9,1.0,6,792.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Divorced,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,71,4632,3,Single,55,1,2,0,3,5,9.166666666666666,0.0014767082829910056,8,1.0,4,772.0,0.16666666666666666,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Together,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,60,4313,3,Partner,1456,1,0,1,2,21,66.18181818181819,0.017663900616295435,4,3.0,6,196.04545454545453,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,68,4623,2,Single,563,0,1,0,2,18,29.63157894736842,0.007472492467780683,9,1.6666666666666667,6,243.31578947368422,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Divorced,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,72,4700,3,Single,1504,0,1,0,2,26,55.7037037037037,0.021471910914412164,12,0.625,5,174.07407407407408,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,59,4270,3,Single,564,0,2,0,3,19,28.2,0.0071259807699596955,14,0.8888888888888888,6,213.5,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,63,4419,3,Partner,1125,1,0,1,2,23,46.875,0.01452775123324466,5,2.6,6,184.125,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,67,4240,3,Partner,358,1,1,1,3,17,19.88888888888889,0.006510866599981813,13,0.8571428571428571,6,235.55555555555554,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Married,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,55,4404,5,Partner,42,0,1,1,3,5,7.0,0.0009904725969248184,9,1.5,5,734.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,62,4270,3,Partner,184,1,1,1,3,10,16.727272727272727,0.00329973817294932,10,0.6,5,388.1818181818182,0.16666666666666666,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Together,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,43,4641,3,Partner,460,0,1,1,3,19,23.0,0.012334754511570536,14,0.7142857142857143,5,232.05,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,1,81,4236,5,Single,145,1,0,0,1,8,16.11111111111111,0.0031814292296553086,11,0.75,6,470.6666666666667,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,1,79,4733,3,Partner,1376,1,0,1,2,25,52.92307692307692,0.019567134040556298,10,1.8571428571428572,6,182.03846153846155,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Divorced,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,57,4729,5,Single,792,0,1,0,2,23,33.0,0.013634720333293163,19,0.5833333333333334,4,197.04166666666666,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,74,4815,3,Partner,1382,0,0,1,2,23,57.583333333333336,0.016895691720866544,6,1.4,6,200.625,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Basic,Together,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,79,4790,1,Partner,28,0,0,1,2,4,5.6,0.000986262768580486,8,1.0,6,958.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,80,4478,4,Partner,1033,0,0,1,2,24,41.32,0.01545574241426776,8,1.8571428571428572,6,179.12,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Divorced,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,57,4600,3,Single,882,0,1,0,2,23,36.75,0.012617664730622872,12,1.25,6,191.66666666666666,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,77,4687,5,Partner,2231,3,0,1,2,15,139.4375,0.02776222296885305,6,1.0,6,292.9375,0.5,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Together,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,1,65,4825,5,Partner,1101,2,1,1,3,19,55.05,0.017381557551742102,14,0.5555555555555556,6,241.25,0.3333333333333333,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,52,4859,3,Partner,369,0,1,1,3,16,21.705882352941178,0.0082018226272505,11,0.8333333333333334,5,285.8235294117647,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,46,4326,2,Single,48,0,1,0,2,5,8.0,0.0015065913370998117,8,1.5,6,721.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Widow,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,1,77,4706,5,Single,467,2,1,0,2,19,23.35,0.009055652511149894,15,0.875,4,235.3,0.3333333333333333,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,55,4755,3,Single,44,0,2,0,3,8,4.888888888888889,0.0014486550554769038,9,1.0,5,528.3333333333334,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,47,4673,1,Single,38,0,2,0,3,10,3.4545454545454546,0.002372775522947237,4,2.0,6,424.8181818181818,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,58,4439,3,Partner,81,0,2,1,4,9,8.1,0.001969796454366382,8,1.0,5,443.9,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,55,4533,4,Single,167,1,1,0,2,10,15.181818181818182,0.004199778694296348,14,0.3333333333333333,6,412.09090909090907,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,71,4254,5,Partner,45,0,2,1,4,7,5.625,0.0011620100191086092,5,2.0,5,531.75,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,54,4603,3,Partner,664,0,1,1,3,21,30.181818181818183,0.008514785463312047,12,0.875,6,209.22727272727272,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Married,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,62,4496,2,Partner,622,0,1,1,3,20,29.61904761904762,0.009887769052236671,11,1.0,6,214.0952380952381,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Divorced,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,47,4680,2,Single,48,0,1,0,2,7,6.0,0.0035466233190483225,9,1.0,5,585.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,51,4453,3,Partner,461,0,1,1,3,16,27.11764705882353,0.007750243771224908,5,2.0,6,261.94117647058823,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,49,4517,3,Partner,1073,0,1,1,3,26,39.74074074074074,0.014878393743586899,14,0.9,6,167.2962962962963,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Married,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,40,4499,2,Partner,55,0,1,1,3,8,6.111111111111111,0.00250501002004008,8,1.0,6,499.8888888888889,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,70,4664,3,Partner,976,0,1,1,3,26,36.148148148148145,0.0145385211225645,15,1.2,6,172.74074074074073,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,46,4217,5,Single,20,0,1,0,2,5,3.3333333333333335,0.0005434339591881096,6,1.5,4,702.8333333333334,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,44,4621,3,Partner,1149,0,0,1,2,17,63.833333333333336,0.015990759039162746,3,2.0,6,256.72222222222223,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Basic,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,65,4218,1,Partner,43,0,0,1,2,6,6.142857142857143,0.0015221238938053097,8,1.0,6,602.5714285714286,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Married,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,51,4456,4,Partner,224,1,1,1,3,10,20.363636363636363,0.004685310297224372,10,0.75,5,405.09090909090907,0.16666666666666666,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
PhD,Divorced,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,52,4853,5,Single,101,1,1,0,2,9,10.1,0.003959231673853391,12,0.75,6,485.3,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,80,4641,5,Partner,209,0,0,1,2,10,19.0,0.004096994883657107,10,0.8,6,421.90909090909093,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,41,4836,3,Single,968,0,0,0,1,21,44.0,0.013711630805841608,5,3.0,5,219.8181818181818,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Together,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,74,4590,5,Partner,1165,0,0,1,2,17,64.72222222222223,0.013636576458469895,2,2.3333333333333335,6,255.0,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Married,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,59,4307,3,Partner,24,0,1,1,3,5,4.0,0.0005625219735145904,7,1.5,2,717.8333333333334,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,71,4812,3,Partner,252,1,2,1,4,16,14.823529411764707,0.005917298706177941,12,1.2,3,283.05882352941177,0.16666666666666666,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,41,4873,3,Single,165,0,1,0,2,12,12.692307692307692,0.005544168542723699,11,1.0,6,374.84615384615387,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,49,4828,5,Partner,269,0,0,1,2,13,19.214285714285715,0.009284185821771243,13,0.8333333333333334,5,344.85714285714283,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Together,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,53,4531,5,Partner,102,0,1,1,3,7,12.75,0.002586469215944822,10,0.5,3,566.375,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
2n Cycle,Married,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,42,4536,2,Partner,461,0,0,1,2,19,23.05,0.007052056722399841,3,4.333333333333333,6,226.8,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,47,4763,1,Single,47,0,1,0,2,7,5.875,0.002327308739787076,8,1.0,5,595.375,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,50,4336,5,Single,144,0,2,0,3,10,13.090909090909092,0.003390309365729623,7,1.3333333333333333,5,394.1818181818182,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,58,4827,3,Partner,1338,0,0,1,2,24,53.52,0.020714960288585098,15,1.0,6,193.08,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Together,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,67,4417,3,Partner,917,0,1,1,3,25,35.26923076923077,0.012873246950149509,18,0.8333333333333334,6,169.8846153846154,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Together,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,55,4748,3,Partner,318,1,2,1,4,17,17.666666666666668,0.00919048582410913,13,0.8333333333333334,6,263.77777777777777,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,59,4807,3,Single,253,0,2,0,3,14,16.866666666666667,0.00539388124933376,13,0.6666666666666666,5,320.46666666666664,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,53,4850,3,Partner,502,0,1,1,3,20,23.904761904761905,0.010225073836439556,12,0.8571428571428571,5,230.95238095238096,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Together,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,43,4406,3,Partner,119,0,1,1,3,7,14.875,0.003298591861625457,8,1.3333333333333333,5,550.75,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
2n Cycle,Together,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,47,4874,2,Partner,1250,0,2,1,4,29,41.666666666666664,0.020545693622616698,10,4.0,6,162.46666666666667,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Together,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,47,4443,3,Partner,969,0,1,1,3,24,38.76,0.012535737849131295,9,1.5714285714285714,6,177.72,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,76,4532,3,Partner,76,0,2,1,4,9,7.6,0.0022335204396508653,7,1.0,6,453.2,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
